3,439,0.08705928082157795,-0.5111980874448604,-0.8550422194345413,19.98638150441445,4.101440458176378,16.30431464907436,8.344603870205416
46,545,0.14977724873911463,-0.2444913929370953,-0.9580139532072695,14.274531132054738,10.718423422675404,3.603483081345675,0.7996850904543826
55,143,0.045531129893066916,0.8567217749732129,0.5137652348080867,29.86967385158396,20.928409679364744,9.320854846357859,15.216566111665738
55,270,-0.8828300826148574,-0.24972605151893013,0.39780390197056714,32.996156988352446,20.928409679364744,13.629743132669747,78.81993272705017
56,93,-0.008392190143134583,-0.9301344075307142,-0.36712335130319435,14.299008715641792,7.361437234460359,7.435579920273431,11.380165585302036
58,78,-0.452219183572466,-0.740665677498786,0.4969025701124082,13.555373638893167,10.934981279647207,3.633868015318148,15.891974639201269
58,1476,0.23957647936962925,-0.33838707315219224,-0.9099985160737059,25.503338291290415,10.934981279647207,15.563490613134752,39.30468850291376
68,72,-0.9851301676645436,-0.11858048314480718,-0.12432707578951593,10.963018243166438,5.164509349153498,7.772700199471068,34.96044134862133
75,336,-0.14084327738781233,0.8091906988239029,-0.5704152734206399,15.194193430386493,5.098019096435963,10.974766899468117,18.348004348412516
80,508,-0.17449903397945965,0.3764723839471796,-0.9098453886597233,13.467123263711509,5.515974357492672,10.351346953476835,48.169746740736116
83,155,0.9299933683947176,0.2728853780500932,-0.24626389339142854,16.490440169989398,9.072480533607495,8.32292872072835,24.034982094971006
85,1560,-0.051632117649779326,0.2846086786457698,-0.9572523306142996,30.852889102967325,12.70530328899673,21.23405937649082,145.06154429133983
93,385,-0.45490352153833813,-0.7571846889449216,-0.4687580750444742,13.497367484068867,7.435579920273431,6.694973918249275,13.698092974607063
97,1043,-0.3934270539424496,-0.22313773208676183,-0.8918658563625705,20.435808670077147,13.05169744956391,7.52236226678282,4.126944920257304
98,117,0.9467416118316919,0.04602620759058806,-0.3186877917981142,17.164134117397243,11.537409675661664,11.958838179558235,202.09154886691965
113,671,-0.659576255915275,-0.13408617012798393,-0.7395810040916391,15.66157045126701,10.039797094522855,6.205572055068019,13.752947270507269
117,799,0.6773459505362465,0.539580672461077,-0.5000551581561786,18.291982095989464,11.958838179558235,7.903521548451074,44.745537310399904
